KO	Avg	Std	Std/Avg	#species	#genes	avg-genes-per-species	std	length	%min_0.05	%min_0.1	%min_0.2	%min_0.3	%min_0.4	%min_0.5	mean_cons	med_cons	q1	q2	q3	q4	q5	q6	q7	q8	q9	GC_Max	GC_Min	GC_Mean	GC_Median	GC_Std	GC_MAD	Recall_normByKOtop20	Precision_normByKOtop20	Recall_highestGenes	Precision_highestGenes
K05846	924.329377	354.193475	0.383190	1122.000000	2359.000000	2.102496	1.112420	2359.000000	0.866000	0.572000	0.289000	0.239000	0.171000	0.113000	0.035700	8.470000e-04	4.230000e-04	4.230000e-04	4.230000e-04	8.470000e-04	8.470000e-04	0.001690	0.004230	0.011000	0.087300	0.817000	0.259000	0.550000	0.572000	0.129000	0.099400	0.845081	0.950006	0.831870	0.996541
K05847	990.181237	170.093951	0.171781	1091.000000	1407.000000	1.289643	0.492581	1407.000000	0.938000	0.845000	0.708000	0.593000	0.447000	0.331000	0.146000	0.004970	7.100000e-04	7.100000e-04	0.001420	0.002840	0.004970	0.015600	0.081000	0.307000	0.537000	0.783000	0.243000	0.523000	0.531000	0.131000	0.122000	0.859360	0.943197	0.920409	0.992003
K05851	2584.600000	259.370508	0.100352	345.000000	345.000000	1.000000	0.000000	345.000000	8.701000	7.997000	7.417000	7.347000	6.889000	6.014000	0.222000	0.011500	0.002890	0.002890	0.005790	0.008690	0.011500	0.020200	0.371000	0.605000	0.765000	0.697000	0.342000	0.520000	0.521000	0.075100	0.033200	0.998717	0.997984	0.998588	0.999686
K05873	555.076923	38.317804	0.069032	328.000000	351.000000	1.070122	0.267433	351.000000	2.173000	1.894000	1.552000	1.293000	0.837000	0.527000	0.160000	0.019900	0.002840	0.005690	0.008540	0.011300	0.019900	0.062600	0.196000	0.347000	0.501000	0.778000	0.174000	0.442000	0.440000	0.149000	0.137000	0.965977	1.000000	0.968528	1.000000
K05874	1761.760465	220.946345	0.125412	219.000000	430.000000	1.963470	1.773541	430.000000	6.002000	4.983000	4.230000	3.669000	2.969000	2.202000	0.198000	0.032500	0.002320	0.004650	0.009300	0.018600	0.032500	0.076700	0.237000	0.441000	0.658000	0.737000	0.401000	0.607000	0.621000	0.079800	0.069800	0.804551	0.874909	0.619022	0.960690
K05875	1693.884058	168.685196	0.099585	174.000000	207.000000	1.189655	0.508548	207.000000	10.410000	9.642000	8.396000	8.072000	7.425000	6.371000	0.298000	0.091700	0.004830	0.014400	0.019300	0.028900	0.091700	0.347000	0.521000	0.657000	0.830000	0.727000	0.450000	0.564000	0.529000	0.070000	0.027900	0.785776	0.915573	0.584648	0.973474
K05878	1041.599196	197.211218	0.189335	619.000000	746.000000	1.205170	0.460307	746.000000	1.510000	1.458000	1.348000	1.290000	1.036000	0.788000	0.255000	0.032100	0.004020	0.017400	0.028100	0.032100	0.032100	0.160000	0.399000	0.544000	0.816000	0.749000	0.282000	0.521000	0.514000	0.115000	0.097500	0.959376	0.971453	0.973730	1.000000
K05879	629.472222	56.765142	0.090179	632.000000	756.000000	1.196203	0.442710	756.000000	0.936000	0.866000	0.845000	0.775000	0.558000	0.404000	0.138000	0.003960	0.001320	0.001320	0.001320	0.001320	0.003960	0.007930	0.025100	0.333000	0.544000	0.799000	0.251000	0.530000	0.525000	0.127000	0.098900	0.964118	0.986656	0.967871	0.990162
K05895	757.296830	48.832648	0.064483	681.000000	694.000000	1.019090	0.136940	694.000000	1.399000	1.276000	1.102000	0.965000	0.687000	0.439000	0.155000	0.008640	0.001440	0.001440	0.002880	0.005760	0.008640	0.024400	0.151000	0.361000	0.534000	0.796000	0.230000	0.572000	0.613000	0.151000	0.105000	0.966149	0.998726	0.967686	1.000000
K05896	813.735849	130.974245	0.160954	1641.000000	1643.000000	1.001219	0.034900	1643.000000	0.753000	0.604000	0.451000	0.343000	0.237000	0.163000	0.057400	0.004860	6.080000e-04	0.001210	0.001820	0.003040	0.004860	0.006690	0.009730	0.024900	0.183000	0.773000	0.195000	0.496000	0.476000	0.143000	0.134000	0.934704	0.999358	0.935162	1.000000
K05916	1164.161602	141.419694	0.121478	694.000000	724.000000	1.043228	0.203516	623.000000	2.073000	1.985000	1.939000	1.844000	1.434000	1.044000	0.259000	0.027200	0.001600	0.003210	0.004810	0.011200	0.027200	0.329000	0.422000	0.545000	0.768000	0.756000	0.259000	0.539000	0.528000	0.115000	0.091100	0.988777	0.961623	0.977049	1.000000
K05919	381.153584	24.504688	0.064291	268.000000	293.000000	1.093284	0.291374	293.000000	1.767000	1.627000	1.430000	1.116000	0.839000	0.559000	0.214000	0.047700	0.003410	0.006820	0.010200	0.020400	0.047700	0.197000	0.310000	0.436000	0.624000	0.644000	0.312000	0.452000	0.436000	0.089200	0.069800	0.993397	0.962446	0.968442	1.000000
K05921	840.028302	226.447456	0.269571	205.000000	318.000000	1.551220	0.527258	318.000000	4.238000	4.135000	3.506000	2.330000	2.018000	1.591000	0.353000	0.229000	0.009430	0.094300	0.176000	0.229000	0.229000	0.380000	0.503000	0.628000	0.805000	0.739000	0.358000	0.606000	0.616000	0.078500	0.056400	0.980229	0.953674	0.981369	1.000000
K05934	844.292910	258.563310	0.306248	513.000000	536.000000	1.044834	0.207142	536.000000	2.287000	1.516000	1.384000	1.311000	0.985000	0.757000	0.106000	0.013000	0.001860	0.001860	0.003730	0.007460	0.013000	0.022300	0.039100	0.067100	0.432000	0.781000	0.271000	0.534000	0.566000	0.132000	0.112000	0.912114	0.990760	0.955473	1.000000
K05936	777.415073	73.479174	0.094517	882.000000	889.000000	1.007937	0.088783	889.000000	0.949000	0.890000	0.865000	0.838000	0.662000	0.487000	0.140000	0.002240	0.001120	0.001120	0.001120	0.001120	0.002240	0.004490	0.017900	0.352000	0.575000	0.773000	0.304000	0.576000	0.600000	0.126000	0.091100	0.988819	0.994208	0.990257	0.999239
K05939	2551.570681	651.142375	0.255193	381.000000	382.000000	1.002625	0.051232	382.000000	9.772000	9.243000	7.073000	5.981000	4.942000	3.900000	0.303000	0.196000	0.002610	0.007850	0.036600	0.136000	0.196000	0.327000	0.465000	0.589000	0.785000	0.731000	0.252000	0.518000	0.526000	0.116000	0.075700	0.976287	0.967227	0.982376	0.998559
K05946	799.706731	192.472646	0.240679	555.000000	624.000000	1.124324	0.399507	624.000000	1.456000	1.282000	1.173000	1.049000	0.727000	0.520000	0.056400	0.004800	0.001600	0.001600	0.003200	0.003200	0.004800	0.008010	0.012800	0.016000	0.105000	0.806000	0.223000	0.454000	0.425000	0.125000	0.079600	0.984766	0.893319	0.969547	0.952685
K05952	227.760000	17.314664	0.076022	227.000000	250.000000	1.101322	0.302421	250.000000	1.148000	1.076000	0.952000	0.880000	0.708000	0.500000	0.367000	0.348000	0.008000	0.020000	0.092000	0.204000	0.348000	0.440000	0.524000	0.660000	0.856000	0.662000	0.303000	0.475000	0.458000	0.078200	0.050500	0.934848	1.000000	0.934848	1.000000
K05964	548.013158	62.589446	0.114212	268.000000	304.000000	1.134328	0.341643	304.000000	2.092000	1.957000	1.845000	1.792000	1.457000	1.042000	0.178000	0.003280	0.003280	0.003280	0.003280	0.003280	0.003280	0.016400	0.187000	0.450000	0.621000	0.758000	0.222000	0.533000	0.581000	0.110000	0.042400	0.973788	0.999894	0.972980	1.000000
K05966	885.564854	62.384241	0.070446	440.000000	478.000000	1.086364	0.281220	478.000000	2.606000	2.311000	1.924000	1.585000	1.112000	0.717000	0.156000	0.014600	0.002090	0.002090	0.004180	0.008360	0.014600	0.043900	0.182000	0.355000	0.518000	0.777000	0.232000	0.527000	0.547000	0.122000	0.081100	0.951339	0.999954	0.960807	1.000000
K05970	1763.922747	298.662266	0.169317	141.000000	233.000000	1.652482	0.948576	233.000000	12.133000	9.364000	7.712000	5.909000	4.038000	2.721000	0.145000	0.025700	0.004290	0.004290	0.008580	0.012800	0.025700	0.051500	0.124000	0.296000	0.476000	0.729000	0.318000	0.531000	0.520000	0.112000	0.097600	0.988201	0.894680	0.988591	0.955016
K05973	1305.298429	154.225604	0.118154	171.000000	191.000000	1.116959	0.495039	191.000000	9.816000	7.445000	6.827000	6.486000	5.937000	4.680000	0.301000	0.083700	0.005230	0.005230	0.015700	0.057500	0.083700	0.371000	0.507000	0.659000	0.853000	0.719000	0.303000	0.621000	0.643000	0.081100	0.023000	0.988847	0.927893	0.827573	0.999235
K05979	734.575835	66.793593	0.090928	368.000000	389.000000	1.057065	0.243731	389.000000	2.544000	2.197000	1.838000	1.473000	0.971000	0.640000	0.103000	0.007710	0.002570	0.002570	0.002570	0.002570	0.007710	0.012800	0.033400	0.161000	0.401000	0.793000	0.246000	0.509000	0.498000	0.150000	0.128000	0.970881	0.988524	0.968266	1.000000
K05982	682.517766	63.704742	0.093338	582.000000	591.000000	1.015464	0.123495	591.000000	1.404000	1.235000	1.162000	1.091000	0.864000	0.568000	0.150000	0.006760	0.001690	0.003380	0.003380	0.005070	0.006760	0.013500	0.054100	0.375000	0.561000	0.808000	0.263000	0.559000	0.586000	0.122000	0.090100	0.976587	1.000000	0.984866	1.000000
K05984	877.719745	27.194182	0.030983	157.000000	157.000000	1.000000	0.000000	157.000000	5.853000	5.751000	5.656000	5.656000	5.611000	5.025000	0.624000	0.738000	0.006360	0.101000	0.503000	0.624000	0.738000	0.834000	0.898000	0.955000	0.993000	0.716000	0.487000	0.553000	0.548000	0.049800	0.033100	0.995652	0.978947	0.974850	0.996154
K05985	563.742857	27.628473	0.049009	488.000000	490.000000	1.004098	0.063953	490.000000	1.293000	1.222000	1.175000	1.118000	0.922000	0.683000	0.293000	0.091800	0.004080	0.006120	0.008160	0.020400	0.091800	0.373000	0.477000	0.595000	0.826000	0.689000	0.181000	0.411000	0.409000	0.088200	0.057100	0.990916	1.000000	0.990110	1.000000
K05995	674.370370	59.958634	0.088911	464.000000	486.000000	1.047414	0.212752	486.000000	1.899000	1.611000	1.475000	1.306000	0.917000	0.572000	0.211000	0.055500	0.002050	0.006170	0.010200	0.018500	0.055500	0.189000	0.351000	0.442000	0.584000	0.769000	0.206000	0.487000	0.492000	0.123000	0.102000	0.996064	1.000000	0.996898	1.000000
K05997	372.685714	15.157113	0.040670	210.000000	210.000000	1.000000	0.000000	210.000000	1.828000	1.795000	1.771000	1.757000	1.704000	1.552000	0.509000	0.590000	0.004760	0.014200	0.042800	0.457000	0.590000	0.690000	0.838000	0.923000	0.985000	0.596000	0.162000	0.490000	0.523000	0.093000	0.013500	0.980594	1.000000	0.990921	1.000000
K06001	1313.610577	84.782115	0.064541	399.000000	416.000000	1.042607	0.202222	416.000000	3.581000	3.437000	3.245000	3.084000	2.483000	1.899000	0.404000	0.403000	0.004800	0.007210	0.093700	0.324000	0.403000	0.483000	0.591000	0.730000	0.889000	0.746000	0.328000	0.539000	0.527000	0.110000	0.102000	0.941586	0.937932	0.977336	0.980510
K06006	499.454545	27.844179	0.055749	263.000000	264.000000	1.003802	0.061663	264.000000	2.367000	2.113000	1.939000	1.901000	1.825000	1.583000	0.402000	0.477000	0.011300	0.026500	0.053000	0.140000	0.477000	0.564000	0.655000	0.734000	0.848000	0.705000	0.309000	0.496000	0.501000	0.050800	0.013600	0.984931	1.000000	0.984931	1.000000
K06012	1024.348018	84.754709	0.082740	227.000000	227.000000	1.000000	0.000000	227.000000	5.066000	4.960000	4.801000	4.400000	3.533000	2.612000	0.356000	0.339000	0.004400	0.008810	0.013200	0.092500	0.339000	0.422000	0.519000	0.722000	0.920000	0.753000	0.301000	0.439000	0.426000	0.090400	0.055300	0.998876	1.000000	0.996038	1.000000
K06013	1254.162562	164.181255	0.130909	403.000000	406.000000	1.007444	0.086065	378.000000	3.973000	3.685000	3.365000	2.952000	2.005000	1.293000	0.106000	0.007930	0.002640	0.005290	0.005290	0.007930	0.007930	0.010500	0.015800	0.158000	0.433000	0.789000	0.228000	0.491000	0.478000	0.136000	0.108000	0.876285	0.993826	0.875336	1.000000
K06019	653.026596	27.887558	0.042705	183.000000	188.000000	1.027322	0.163468	188.000000	3.601000	3.553000	3.462000	3.367000	2.946000	2.324000	0.330000	0.281000	0.005310	0.005310	0.005310	0.015900	0.281000	0.441000	0.547000	0.691000	0.867000	0.747000	0.288000	0.435000	0.413000	0.102000	0.064100	0.986131	0.952375	0.990083	1.000000
K06023	935.949761	83.596750	0.089318	836.000000	836.000000	1.000000	0.000000	836.000000	1.267000	1.208000	1.125000	1.031000	0.769000	0.562000	0.228000	0.021500	0.001190	0.002390	0.004780	0.008370	0.021500	0.154000	0.360000	0.495000	0.702000	0.732000	0.242000	0.464000	0.435000	0.116000	0.073900	0.985526	0.994184	0.985229	1.000000
K06024	669.812030	179.567742	0.268087	1592.000000	1596.000000	1.002513	0.050078	1596.000000	0.661000	0.469000	0.359000	0.281000	0.191000	0.130000	0.043800	0.003750	6.260000e-04	6.260000e-04	0.001250	0.002500	0.003750	0.006260	0.008770	0.018700	0.077000	0.782000	0.207000	0.510000	0.497000	0.140000	0.125000	0.941817	0.997722	0.940761	0.999686
K06039	349.241379	29.211549	0.083643	258.000000	261.000000	1.011628	0.107412	261.000000	1.390000	1.367000	1.356000	1.356000	1.291000	1.141000	0.514000	0.590000	0.007660	0.015300	0.363000	0.498000	0.590000	0.701000	0.773000	0.850000	0.927000	0.719000	0.305000	0.517000	0.516000	0.070800	0.033800	0.945631	1.000000	0.968954	1.000000
K06041	975.202640	68.344721	0.070083	1217.000000	1288.000000	1.058340	0.248114	1288.000000	0.866000	0.777000	0.760000	0.721000	0.548000	0.410000	0.208000	0.012400	7.760000e-04	0.001550	0.002320	0.005430	0.012400	0.046500	0.329000	0.478000	0.725000	0.791000	0.223000	0.519000	0.517000	0.120000	0.106000	0.976522	0.993549	0.979215	0.999117
K06042	673.821656	143.897967	0.213555	869.000000	942.000000	1.084005	0.347585	942.000000	0.811000	0.731000	0.677000	0.636000	0.489000	0.339000	0.093500	0.009550	0.001060	0.002120	0.003180	0.005300	0.009550	0.011600	0.016900	0.031800	0.418000	0.774000	0.276000	0.568000	0.590000	0.133000	0.110000	0.955883	0.990619	0.963042	0.999789
K06044	2696.231707	542.387116	0.201165	492.000000	492.000000	1.000000	0.000000	492.000000	6.884000	6.268000	5.376000	4.782000	3.991000	2.880000	0.143000	0.016200	0.002030	0.004060	0.004060	0.006090	0.016200	0.026400	0.040600	0.304000	0.546000	0.778000	0.305000	0.635000	0.666000	0.108000	0.053200	0.966851	0.984043	0.959885	1.000000
K06045	1938.163043	198.788923	0.102566	311.000000	368.000000	1.183280	0.434604	376.000000	6.398000	5.773000	5.191000	4.864000	3.816000	2.699000	0.229000	0.034500	0.002650	0.005310	0.007970	0.013200	0.034500	0.151000	0.377000	0.497000	0.691000	0.770000	0.345000	0.579000	0.594000	0.111000	0.088300	0.993930	0.973454	0.994201	1.000000
K06048	1144.543353	154.043849	0.134590	550.000000	692.000000	1.258182	0.611574	692.000000	1.872000	1.780000	1.676000	1.550000	1.289000	0.871000	0.149000	0.008670	0.001440	0.002890	0.004330	0.005780	0.008670	0.010100	0.036100	0.394000	0.563000	0.780000	0.293000	0.625000	0.637000	0.091900	0.065900	0.985416	0.984218	0.981644	0.998316
K06073	990.302885	52.936746	0.053455	208.000000	208.000000	1.000000	0.000000	208.000000	4.975000	4.850000	4.745000	4.725000	4.576000	4.235000	0.604000	0.687000	0.009610	0.096100	0.495000	0.586000	0.687000	0.783000	0.875000	0.956000	0.990000	0.697000	0.389000	0.564000	0.554000	0.057000	0.038700	0.839201	0.999855	0.844182	1.000000
K06074	758.467290	33.884592	0.044675	214.000000	214.000000	1.000000	0.000000	214.000000	3.612000	3.574000	3.518000	3.509000	3.336000	2.897000	0.475000	0.532000	0.009340	0.018600	0.037300	0.439000	0.532000	0.626000	0.719000	0.841000	0.962000	0.696000	0.316000	0.550000	0.552000	0.061900	0.037200	0.978134	0.999595	0.988038	1.000000
K06075	451.869270	43.903360	0.097159	474.000000	589.000000	1.242616	0.471378	589.000000	0.865000	0.806000	0.772000	0.718000	0.561000	0.375000	0.154000	0.011800	0.001690	0.003390	0.005090	0.008480	0.011800	0.018600	0.047500	0.390000	0.568000	0.776000	0.291000	0.562000	0.564000	0.098800	0.083900	0.990872	0.904387	0.977059	0.985516
K06076	1296.068256	116.988257	0.090264	707.000000	923.000000	1.305516	0.609194	923.000000	1.822000	1.570000	1.365000	1.152000	0.799000	0.490000	0.086100	0.008660	0.001080	0.002160	0.003250	0.005410	0.008660	0.013000	0.021600	0.057400	0.374000	0.743000	0.307000	0.525000	0.524000	0.089500	0.065400	0.981800	0.960967	0.980460	0.994954
K06077	467.578218	22.388221	0.047881	471.000000	505.000000	1.072187	0.259072	505.000000	1.061000	0.976000	0.944000	0.908000	0.752000	0.558000	0.310000	0.265000	0.003960	0.007920	0.019800	0.041500	0.265000	0.407000	0.502000	0.609000	0.815000	0.760000	0.343000	0.568000	0.555000	0.097200	0.070500	0.690950	0.945723	0.682783	1.000000
K06078	244.982143	18.856648	0.076972	250.000000	280.000000	1.120000	0.382341	280.000000	1.046000	0.878000	0.846000	0.846000	0.846000	0.814000	0.324000	0.028500	0.003570	0.007140	0.010700	0.017800	0.028500	0.096400	0.717000	0.817000	0.928000	0.666000	0.222000	0.486000	0.506000	0.053600	0.012600	0.880362	1.000000	0.839506	1.000000
K06079	682.244681	70.393726	0.103180	188.000000	188.000000	1.000000	0.000000	188.000000	3.840000	3.797000	3.787000	3.771000	3.595000	3.138000	0.439000	0.515000	0.005310	0.010600	0.026500	0.372000	0.515000	0.638000	0.712000	0.829000	0.909000	0.651000	0.271000	0.508000	0.521000	0.066100	0.026200	1.000000	1.000000	0.998046	1.000000
K06080	393.853333	42.779029	0.108617	225.000000	225.000000	1.000000	0.000000	225.000000	1.968000	1.942000	1.831000	1.804000	1.755000	1.608000	0.462000	0.564000	0.004440	0.008880	0.022200	0.417000	0.564000	0.640000	0.737000	0.822000	0.911000	0.622000	0.359000	0.528000	0.538000	0.048000	0.012700	0.878819	1.000000	0.874934	1.000000
K06131	1428.040859	128.723883	0.090140	1367.000000	1909.000000	1.396489	0.797646	1909.000000	1.033000	0.876000	0.718000	0.591000	0.391000	0.277000	0.099900	0.003660	5.230000e-04	0.001040	0.001570	0.002090	0.003660	0.007850	0.023000	0.132000	0.391000	0.760000	0.075000	0.467000	0.451000	0.132000	0.105000	0.982466	0.974903	0.980399	0.990845
K06132	1236.853035	49.602369	0.040104	292.000000	313.000000	1.071918	0.258795	313.000000	4.744000	4.501000	4.047000	3.929000	3.623000	2.993000	0.420000	0.460000	0.006380	0.015900	0.083000	0.281000	0.460000	0.546000	0.651000	0.750000	0.939000	0.747000	0.405000	0.613000	0.611000	0.070000	0.066100	0.941716	0.997733	0.956100	1.000000
K06133	696.714607	95.953773	0.137723	772.000000	890.000000	1.152850	0.461155	761.000000	1.791000	1.374000	0.775000	0.432000	0.240000	0.147000	0.072500	0.011800	0.001310	0.002620	0.003940	0.007880	0.011800	0.021000	0.043300	0.113000	0.233000	0.818000	0.180000	0.512000	0.518000	0.154000	0.128000	0.984137	0.973534	0.984357	0.989948
K06134	611.883117	53.033100	0.086672	380.000000	385.000000	1.013158	0.114101	358.000000	2.203000	2.000000	1.787000	1.581000	1.159000	0.810000	0.234000	0.055800	0.002790	0.005580	0.011100	0.025100	0.055800	0.234000	0.374000	0.483000	0.656000	0.773000	0.270000	0.537000	0.580000	0.146000	0.107000	0.969645	1.000000	0.968282	1.000000
K06137	727.810458	95.717499	0.131514	431.000000	459.000000	1.064965	0.313202	459.000000	2.008000	1.845000	1.692000	1.485000	1.183000	0.827000	0.240000	0.054400	0.002170	0.004350	0.010800	0.034800	0.054400	0.259000	0.400000	0.514000	0.653000	0.731000	0.293000	0.537000	0.597000	0.129000	0.075400	0.988722	0.957759	0.994733	1.000000
K06140	429.693161	95.325418	0.221845	517.000000	541.000000	1.046422	0.210600	541.000000	0.842000	0.796000	0.767000	0.746000	0.639000	0.467000	0.129000	0.018400	0.001840	0.001840	0.003690	0.005540	0.018400	0.025800	0.027700	0.127000	0.571000	0.774000	0.302000	0.574000	0.586000	0.092000	0.053300	0.995833	0.978346	0.901777	1.000000
K06141	1181.277273	17.476675	0.014795	213.000000	220.000000	1.032864	0.178700	220.000000	5.590000	5.422000	5.390000	5.381000	5.231000	4.886000	0.664000	0.772000	0.040900	0.459000	0.577000	0.686000	0.772000	0.836000	0.872000	0.918000	0.963000	0.637000	0.227000	0.498000	0.518000	0.086600	0.030000	0.974812	1.000000	0.974812	1.000000
K06142	522.596370	44.805834	0.085737	961.000000	1157.000000	1.203954	0.573753	1157.000000	0.680000	0.542000	0.446000	0.353000	0.227000	0.137000	0.071300	0.005180	8.640000e-04	0.001720	0.002590	0.003450	0.005180	0.009500	0.016400	0.050900	0.311000	0.730000	0.189000	0.463000	0.462000	0.107000	0.090000	0.938878	0.978780	0.918171	1.000000
K06143	1363.985915	96.619064	0.070836	284.000000	284.000000	1.000000	0.000000	284.000000	6.193000	5.084000	4.827000	4.672000	4.052000	3.059000	0.328000	0.295000	0.003520	0.007040	0.038700	0.066900	0.295000	0.429000	0.524000	0.633000	0.827000	0.735000	0.263000	0.526000	0.507000	0.099200	0.048600	0.933166	1.000000	0.933024	1.000000
K06144	331.449275	25.585685	0.077193	207.000000	207.000000	1.000000	0.000000	207.000000	1.623000	1.623000	1.623000	1.623000	1.603000	1.516000	0.596000	0.763000	0.009660	0.019300	0.463000	0.637000	0.763000	0.830000	0.884000	0.946000	0.990000	0.601000	0.356000	0.489000	0.475000	0.041000	0.021700	1.000000	1.000000	0.998874	1.000000
K06145	1015.950266	51.073748	0.050272	421.000000	563.000000	1.337292	0.632652	563.000000	2.010000	1.880000	1.783000	1.749000	1.534000	1.147000	0.330000	0.341000	0.003550	0.005320	0.012400	0.040800	0.341000	0.451000	0.531000	0.632000	0.836000	0.762000	0.323000	0.595000	0.583000	0.078600	0.056400	0.977592	0.953311	0.978579	1.000000
